what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1449470683218
started,bundle,org.tigris.subversion.clientadapter,1.8.3,"org.tigris.subversion.clientadapter",1449470683219
started,bundle,org.tigris.subversion.subclipse.core,1.8.12,"org.tigris.subversion.subclipse.core",1449470683221
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.1.0,"org.tigris.subversion.subclipse.tools.usage",1449470683221
started,bundle,org.tigris.subversion.subclipse.ui,1.8.12,"org.tigris.subversion.subclipse.ui",1449470683337
started,bundle,com.collabnet.subversion.merge,3.0.9,"com.collabnet.subversion.merge",1449470683339
started,bundle,org.eclipse.mylyn.bugzilla.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.bugzilla.core",1449470683340
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.bugzilla.ui",1449470683342
started,bundle,org.eclipse.mylyn.commons.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.core",1449470683343
started,bundle,org.eclipse.mylyn.commons.net,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.net",1449470683343
started,bundle,org.eclipse.mylyn.commons.notifications.core,0.9.1.v20120425-0100,"org.eclipse.mylyn.commons.notifications.core",1449470683344
started,bundle,org.eclipse.mylyn.commons.notifications.feed,0.9.1.v20120425-0100,"org.eclipse.mylyn.commons.notifications.feed",1449470683346
started,bundle,org.eclipse.mylyn.commons.notifications.ui,0.9.1.v20120425-0100,"org.eclipse.mylyn.commons.notifications.ui",1449470683347
started,bundle,org.eclipse.mylyn.commons.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.ui",1449470683348
started,bundle,org.eclipse.mylyn.commons.workbench,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.workbench",1449470683350
started,bundle,org.eclipse.mylyn.context.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.context.core",1449470683351
started,bundle,org.eclipse.mylyn.context.tasks.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.context.tasks.ui",1449470683352
started,bundle,org.eclipse.mylyn.monitor.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.monitor.ui",1449470683354
started,bundle,org.eclipse.mylyn.tasks.index.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.tasks.index.core",1449470683355
started,bundle,org.eclipse.mylyn.tasks.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.tasks.ui",1449470683358
started,bundle,org.eclipse.mylyn.team.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.team.ui",1449470683359
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1449470683360
started,bundle,com.android.ide.eclipse.adt,23.0.4.1468518,"com.android.ide.eclipse.adt",1449470683361
started,bundle,com.android.ide.eclipse.base,23.0.4.1468518,"com.android.ide.eclipse.base",1449470683362
os,sysinfo,,,"win32",1449470683369
arch,sysinfo,,,"x86",1449470683369
ws,sysinfo,,,"win32",1449470683369
locale,sysinfo,,,"zh_CN",1449470683369
processors,sysinfo,,,"4",1449470683369
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1449470683369
java.runtime.version,sysinfo,,,"1.8.0_25-b18",1449470683369
java.specification.name,sysinfo,,,"Java Platform API Specification",1449470683369
java.specification.vendor,sysinfo,,,"Oracle Corporation",1449470683369
java.specification.version,sysinfo,,,"1.8",1449470683369
java.vendor,sysinfo,,,"Oracle Corporation",1449470683369
java.version,sysinfo,,,"1.8.0_25",1449470683369
java.vm.info,sysinfo,,,"mixed mode",1449470683369
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1449470683369
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1449470683369
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1449470683369
java.vm.specification.version,sysinfo,,,"1.8",1449470683369
java.vm.vendor,sysinfo,,,"Oracle Corporation",1449470683369
java.vm.version,sysinfo,,,"25.25-b02",1449470683369
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1449470683588
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1449470685115
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1449470685294
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1449470689806
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1449470693625
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1449470693907
started,bundle,org.eclipse.m2e.core,1.0.100.20110804-1717,"org.eclipse.m2e.core",1449470697943
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1449470698092
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1449470698835
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449470703749
error,log,,,"Unable to update index for central|http://repo1.maven.org/maven2",1449470707574
