what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1449475882720
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449475883196
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449475891178
activated,editor,com.android.ide.eclipse.adt,23.0.4.1468518,"com.android.ide.eclipse.editors.CommonXmlEditor",1449475893040
activated,editor,com.android.ide.eclipse.adt,23.0.4.1468518,"com.android.ide.eclipse.editors.CommonXmlEditor",1449476067714
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1449476098951
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449476099615
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449476102844
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449476117264
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449476120142
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1449476125168
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449476125585
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449476134495
no handler,command,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core.commands.switch",1449476141844
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1449476145731
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1449476183391
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1449476184130
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1449476191473
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449476191792
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449476194474
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1449476200157
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1449476202907
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449476203200
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449476207073
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1449476209433
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1449476213877
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1449476216180
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449476219741
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449476220853
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1449476223908
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449476224238
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449476228979
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1449476230409
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1449476233500
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449476233896
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449476236182
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1449476239404
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449476240545
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449476243683
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1449476247532
