what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449538428277
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449538448754
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449538450885
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449538452250
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449538453029
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449538455242
activated,editor,com.android.ide.eclipse.adt,23.0.4.1468518,"com.android.ide.eclipse.editors.CommonXmlEditor",1449538480648
activated,editor,com.android.ide.eclipse.adt,23.0.4.1468518,"com.android.ide.eclipse.editors.CommonXmlEditor",1449538483008
activated,editor,com.android.ide.eclipse.adt,23.0.4.1468518,"com.android.ide.eclipse.editors.CommonXmlEditor",1449538495146
closed,editor,com.android.ide.eclipse.adt,23.0.4.1468518,"com.android.ide.eclipse.editors.CommonXmlEditor",1449538495147
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1449538505952
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1449538517569
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449538518443
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449538523429
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1449538531923
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449538537596
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449538546427
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449538547993
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449538655826
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449538656837
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449538674340
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449538675703
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449538677822
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449538681784
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449538682283
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449538682347
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449538698391
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449538710195
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449538731160
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449538761497
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449538790632
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449538791376
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449538793218
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449538819184
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449538826220
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449538835840
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449538844028
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449538849486
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449538852004
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449538880994
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449539109396
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449539110252
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449539370430
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449539371164
